fromTaz,toTaz,flow
taz_76,taz_38,1225
taz_76,taz_39,1222
taz_76,taz_4,1362
taz_76,taz_40,1669
taz_76,taz_41,1270
taz_76,taz_42,1875
taz_76,taz_43,1110
taz_76,taz_44,682
taz_76,taz_45,112
taz_76,taz_46,1748
taz_76,taz_47,1349
taz_76,taz_48,1753
taz_76,taz_49,1270
taz_76,taz_5,241
taz_76,taz_50,961
taz_76,taz_51,1466
taz_76,taz_52,596
taz_76,taz_53,525
taz_76,taz_54,323
taz_76,taz_55,1268
taz_76,taz_56,1425
taz_76,taz_57,692
taz_76,taz_58,1138
taz_76,taz_59,169
taz_76,taz_6,981
taz_76,taz_60,1566
taz_76,taz_61,1605
taz_76,taz_62,1195
taz_76,taz_63,1706
taz_76,taz_64,558
taz_76,taz_65,1806
taz_76,taz_66,1088
taz_76,taz_67,1703
taz_76,taz_68,34
taz_76,taz_69,1592
taz_76,taz_7,217
taz_76,taz_70,1085
taz_76,taz_71,1028
taz_76,taz_72,1489
taz_76,taz_73,225
taz_76,taz_74,1751
taz_76,taz_75,435
taz_76,taz_77,771
taz_76,taz_78,1730
taz_76,taz_79,907
taz_76,taz_8,1050
taz_76,taz_80,1710
taz_76,taz_81,1309
taz_76,taz_82,60
taz_76,taz_83,1531
taz_76,taz_84,468
taz_76,taz_85,168
taz_76,taz_86,565
taz_76,taz_87,473
taz_76,taz_88,775
taz_76,taz_89,1430
taz_76,taz_9,1692
taz_76,taz_91,1321
taz_76,taz_92,1982
taz_76,taz_93,217
taz_76,taz_94,1022
taz_76,taz_95,475
taz_76,taz_96,1171
taz_76,taz_97,186
taz_76,taz_98,163
taz_76,taz_99,55
taz_77,taz_0,1314
taz_77,taz_1,605
taz_77,taz_10,490
taz_77,taz_100,106
taz_77,taz_101,1240
taz_77,taz_11,537
taz_77,taz_12,1399
taz_77,taz_13,799
taz_77,taz_14,251
taz_77,taz_15,327
taz_77,taz_16,927
taz_77,taz_17,262
taz_77,taz_18,1054
taz_77,taz_19,1349
taz_77,taz_2,1040
taz_77,taz_20,1480
taz_77,taz_21,939
taz_77,taz_22,1246
taz_77,taz_23,1412
taz_77,taz_24,1251
taz_77,taz_25,1269
taz_77,taz_26,1532
taz_77,taz_27,1297
taz_77,taz_28,161
taz_77,taz_29,1227
taz_77,taz_3,1496
taz_77,taz_30,1756
taz_77,taz_31,565
taz_77,taz_32,173
taz_77,taz_33,1984
taz_77,taz_34,781
taz_77,taz_35,345
taz_77,taz_36,513
taz_77,taz_37,1852
taz_77,taz_38,942
taz_77,taz_39,1580
taz_77,taz_4,390
taz_77,taz_40,595
taz_77,taz_41,82
taz_77,taz_42,684
taz_77,taz_43,1281
taz_77,taz_44,671
taz_77,taz_45,520
taz_77,taz_46,1076
taz_77,taz_47,1040
taz_77,taz_48,1567
taz_77,taz_49,1825
taz_77,taz_5,1550
taz_77,taz_50,455
taz_77,taz_51,1932
taz_77,taz_52,1970
taz_77,taz_53,5
taz_77,taz_54,408
taz_77,taz_55,1801
taz_77,taz_56,1626
taz_77,taz_57,177
taz_77,taz_58,878
taz_77,taz_59,642
taz_77,taz_6,407
taz_77,taz_60,1286
taz_77,taz_61,26
taz_77,taz_62,1997
taz_77,taz_63,92
taz_77,taz_64,662
taz_77,taz_65,827
taz_77,taz_66,1098
taz_77,taz_67,1056
taz_77,taz_68,1958
taz_77,taz_69,1660
taz_77,taz_7,131
taz_77,taz_70,1593
taz_77,taz_71,13
taz_77,taz_72,1351
taz_77,taz_73,659
taz_77,taz_74,1662
taz_77,taz_75,39
taz_77,taz_76,837
taz_77,taz_78,1480
taz_77,taz_79,276
taz_77,taz_8,720
taz_77,taz_80,132
taz_77,taz_81,447
taz_77,taz_82,1255
taz_77,taz_83,1010
taz_77,taz_84,1363
taz_77,taz_85,596
taz_77,taz_86,66
taz_77,taz_87,1729
taz_77,taz_88,38
taz_77,taz_89,1282
taz_77,taz_9,1265
taz_77,taz_91,16
taz_77,taz_92,911
taz_77,taz_93,1509
taz_77,taz_94,1060
taz_77,taz_95,473
taz_77,taz_96,1340
taz_77,taz_97,1614
taz_77,taz_98,853
taz_77,taz_99,1807
taz_78,taz_0,988
taz_78,taz_1,807
taz_78,taz_10,1076
taz_78,taz_100,1789
taz_78,taz_101,1422
taz_78,taz_11,1526
taz_78,taz_12,1646
taz_78,taz_13,834
taz_78,taz_14,391
taz_78,taz_15,1997
taz_78,taz_16,904
taz_78,taz_17,1367
taz_78,taz_18,1350
taz_78,taz_19,698
taz_78,taz_2,1587
taz_78,taz_20,702
taz_78,taz_21,1372
taz_78,taz_22,543
taz_78,taz_23,1819
taz_78,taz_24,390
taz_78,taz_25,142
taz_78,taz_26,82
taz_78,taz_27,1397
taz_78,taz_28,1010
taz_78,taz_29,1105
taz_78,taz_3,1515
taz_78,taz_30,737
taz_78,taz_31,1248
taz_78,taz_32,1743
taz_78,taz_33,1425
taz_78,taz_34,98
taz_78,taz_35,1345
taz_78,taz_36,1479
taz_78,taz_37,166
taz_78,taz_38,183
taz_78,taz_39,892
taz_78,taz_4,587
taz_78,taz_40,924
taz_78,taz_41,569
taz_78,taz_42,1896
taz_78,taz_43,373
taz_78,taz_44,1626
taz_78,taz_45,469
taz_78,taz_46,1085
taz_78,taz_47,1213
taz_78,taz_48,137
taz_78,taz_49,1089
taz_78,taz_5,1843
taz_78,taz_50,51
taz_78,taz_51,1280
taz_78,taz_52,727
taz_78,taz_53,1956
taz_78,taz_54,1512
taz_78,taz_55,1763
taz_78,taz_56,675
taz_78,taz_57,485
taz_78,taz_58,153
taz_78,taz_59,661
taz_78,taz_6,384
taz_78,taz_60,1495
taz_78,taz_61,1428
taz_78,taz_62,1152
taz_78,taz_63,1738
taz_78,taz_64,104
taz_78,taz_65,1091
taz_78,taz_66,1084
taz_78,taz_67,1326
taz_78,taz_68,1774
taz_78,taz_69,1082
taz_78,taz_7,1002
taz_78,taz_70,1551
taz_78,taz_71,1739
taz_78,taz_72,1820
taz_78,taz_73,1406
taz_78,taz_74,36
taz_78,taz_75,322
taz_78,taz_76,1532
taz_78,taz_77,778
taz_78,taz_79,439
taz_78,taz_8,1726
taz_78,taz_80,1025
taz_78,taz_81,953
taz_78,taz_82,1683
taz_78,taz_83,1024
taz_78,taz_84,1105
taz_78,taz_85,307
taz_78,taz_86,300
taz_78,taz_87,239
taz_78,taz_88,1062
taz_78,taz_89,312
taz_78,taz_9,956
taz_78,taz_91,763
taz_78,taz_92,1935
taz_78,taz_93,872
taz_78,taz_94,702
taz_78,taz_95,1989
taz_78,taz_96,112
taz_78,taz_97,937
taz_78,taz_98,233
taz_78,taz_99,1877
taz_79,taz_0,1590
taz_79,taz_1,245
taz_79,taz_10,1211
taz_79,taz_100,918
taz_79,taz_101,1251
taz_79,taz_11,1
taz_79,taz_12,156
taz_79,taz_13,849
taz_79,taz_14,1999
taz_79,taz_15,568
taz_79,taz_16,1518
taz_79,taz_17,1348
taz_79,taz_18,528
taz_79,taz_19,450
taz_79,taz_2,941
taz_79,taz_20,1468
taz_79,taz_21,840
taz_79,taz_22,488
taz_79,taz_23,1071
taz_79,taz_24,1536
taz_79,taz_25,1142
taz_79,taz_26,1851
taz_79,taz_27,845
taz_79,taz_28,938
taz_79,taz_29,1114
taz_79,taz_3,724
taz_79,taz_30,1705
taz_79,taz_31,1290
taz_79,taz_32,44
taz_79,taz_33,1970
taz_79,taz_34,275
taz_79,taz_35,1246
taz_79,taz_36,866
taz_79,taz_37,1396
taz_79,taz_38,1310
taz_79,taz_39,741
taz_79,taz_4,1332
taz_79,taz_40,1392
taz_79,taz_41,1941
taz_79,taz_42,1905
taz_79,taz_43,1450
taz_79,taz_44,1227
taz_79,taz_45,258
taz_79,taz_46,1458
taz_79,taz_47,1841
taz_79,taz_48,401
taz_79,taz_49,200
taz_79,taz_5,1233
taz_79,taz_50,734
taz_79,taz_51,331
taz_79,taz_52,19
taz_79,taz_53,757
taz_79,taz_54,1185
taz_79,taz_55,1218
taz_79,taz_56,831
taz_79,taz_57,1704
taz_79,taz_58,735
taz_79,taz_59,1457
taz_79,taz_6,1413
taz_79,taz_60,1502
taz_79,taz_61,1618
taz_79,taz_62,1268
taz_79,taz_63,1591
taz_79,taz_64,1258
taz_79,taz_65,387
taz_79,taz_66,1939
taz_79,taz_67,86
taz_79,taz_68,62
taz_79,taz_69,761
taz_79,taz_7,1380
taz_79,taz_70,1747
taz_79,taz_71,730
taz_79,taz_72,1107
taz_79,taz_73,1105
taz_79,taz_74,585
taz_79,taz_75,977
taz_79,taz_76,878
taz_79,taz_77,1003
taz_79,taz_78,1946
taz_79,taz_8,37
taz_79,taz_80,313
taz_79,taz_81,1140
taz_79,taz_82,598
taz_79,taz_83,364
taz_79,taz_84,1251
taz_79,taz_85,145
taz_79,taz_86,865
taz_79,taz_87,545
taz_79,taz_88,515
taz_79,taz_89,897
taz_79,taz_9,1130
taz_79,taz_91,128
taz_79,taz_92,1773
taz_79,taz_93,210
taz_79,taz_94,1657
taz_79,taz_95,1211
taz_79,taz_96,1345
taz_79,taz_97,1306
taz_79,taz_98,1928
taz_79,taz_99,700
taz_8,taz_0,1700
taz_8,taz_1,205
taz_8,taz_10,1375
taz_8,taz_100,793
taz_8,taz_101,1851
taz_8,taz_11,1508
taz_8,taz_12,559
taz_8,taz_13,157
taz_8,taz_14,883
taz_8,taz_15,1227
taz_8,taz_16,1087
taz_8,taz_17,1906
taz_8,taz_18,1109
taz_8,taz_19,21
taz_8,taz_2,510
taz_8,taz_20,1376
taz_8,taz_21,1143
taz_8,taz_22,1152
taz_8,taz_23,1512
taz_8,taz_24,1533
taz_8,taz_25,71
taz_8,taz_26,1574
taz_8,taz_27,1826
taz_8,taz_28,1571
taz_8,taz_29,258
taz_8,taz_3,142
taz_8,taz_30,1011
taz_8,taz_31,910
taz_8,taz_32,36
taz_8,taz_33,1980
taz_8,taz_34,1866
taz_8,taz_35,1903
taz_8,taz_36,1723
taz_8,taz_37,245
taz_8,taz_38,1461
taz_8,taz_39,1349
taz_8,taz_4,995
taz_8,taz_40,1764
taz_8,taz_41,1898
taz_8,taz_42,1463
taz_8,taz_43,365
taz_8,taz_44,956
taz_8,taz_45,616
taz_8,taz_46,1778
taz_8,taz_47,1731
taz_8,taz_48,1392
taz_8,taz_49,1237
taz_8,taz_5,1148
taz_8,taz_50,967
taz_8,taz_51,1748
taz_8,taz_52,630
taz_8,taz_53,760
taz_8,taz_54,894
taz_8,taz_55,1337
taz_8,taz_56,367
taz_8,taz_57,1529
taz_8,taz_58,485
taz_8,taz_59,1704
taz_8,taz_6,1144
taz_8,taz_60,400
taz_8,taz_61,181
taz_8,taz_62,657
taz_8,taz_63,1895
taz_8,taz_64,882
taz_8,taz_65,273
taz_8,taz_66,1262
taz_8,taz_67,1072
taz_8,taz_68,141
taz_8,taz_69,374
taz_8,taz_7,1377
taz_8,taz_70,1735
taz_8,taz_71,123
taz_8,taz_72,812
taz_8,taz_73,1738
taz_8,taz_74,1757
taz_8,taz_75,842
taz_8,taz_76,178
taz_8,taz_77,699
taz_8,taz_78,705
taz_8,taz_79,529
taz_8,taz_80,1196
taz_8,taz_81,581
taz_8,taz_82,254
taz_8,taz_83,1026
taz_8,taz_84,892
taz_8,taz_85,256
taz_8,taz_86,538
taz_8,taz_87,154
taz_8,taz_88,103
taz_8,taz_89,558
taz_8,taz_9,1442
taz_8,taz_91,1201
taz_8,taz_92,242
taz_8,taz_93,1295
taz_8,taz_94,1864
taz_8,taz_95,410
taz_8,taz_96,882
taz_8,taz_97,1103
taz_8,taz_98,418
taz_8,taz_99,1183
taz_80,taz_0,1084
taz_80,taz_1,1718
taz_80,taz_10,679
taz_80,taz_100,612
taz_80,taz_101,1931
taz_80,taz_11,930
taz_80,taz_12,1838
taz_80,taz_13,671
taz_80,taz_14,1203
taz_80,taz_15,455
taz_80,taz_16,386
taz_80,taz_17,853
taz_80,taz_18,120
taz_80,taz_19,724
taz_80,taz_2,1548
taz_80,taz_20,1471
taz_80,taz_21,442
taz_80,taz_22,120
taz_80,taz_23,1388
taz_80,taz_24,1697
taz_80,taz_25,1706
taz_80,taz_26,1124
taz_80,taz_27,1432
taz_80,taz_28,662
taz_80,taz_29,82
taz_80,taz_3,1527
taz_80,taz_30,405
taz_80,taz_31,1176
taz_80,taz_32,682
taz_80,taz_33,64
taz_80,taz_34,153
taz_80,taz_35,120
taz_80,taz_36,196
taz_80,taz_37,891
taz_80,taz_38,1820
taz_80,taz_39,1894
taz_80,taz_4,1121
taz_80,taz_40,1750
taz_80,taz_41,1736
taz_80,taz_42,361
taz_80,taz_43,1517
taz_80,taz_44,68
taz_80,taz_45,322
taz_80,taz_46,490
taz_80,taz_47,658
taz_80,taz_48,194
taz_80,taz_49,152
taz_80,taz_5,237
taz_80,taz_50,1987
taz_80,taz_51,1256
taz_80,taz_52,984
taz_80,taz_53,1071
taz_80,taz_54,453
taz_80,taz_55,674
taz_80,taz_56,1953
taz_80,taz_57,1763
taz_80,taz_58,1996
taz_80,taz_59,298
taz_80,taz_6,1647
taz_80,taz_60,672
taz_80,taz_61,153
taz_80,taz_62,614
taz_80,taz_63,240
taz_80,taz_64,55
taz_80,taz_65,1974
taz_80,taz_66,1836
taz_80,taz_67,458
taz_80,taz_68,717
taz_80,taz_69,1292
taz_80,taz_7,16
taz_80,taz_70,1275
taz_80,taz_71,1721
taz_80,taz_72,1519
taz_80,taz_73,1411
taz_80,taz_74,1744
taz_80,taz_75,1956
taz_80,taz_76,1303
taz_80,taz_77,663
taz_80,taz_78,1199
taz_80,taz_79,1893
taz_80,taz_8,750
taz_80,taz_81,1506
taz_80,taz_82,1474
taz_80,taz_83,82
taz_80,taz_84,1109
taz_80,taz_85,99
taz_80,taz_86,931
taz_80,taz_87,801
taz_80,taz_88,1132
taz_80,taz_89,1551
taz_80,taz_9,1710
taz_80,taz_91,1389
taz_80,taz_92,1068
taz_80,taz_93,1418
taz_80,taz_94,1983
taz_80,taz_95,1133
taz_80,taz_96,876
taz_80,taz_97,347
taz_80,taz_98,120
taz_80,taz_99,674
taz_81,taz_0,242
taz_81,taz_1,1592
taz_81,taz_10,1800
taz_81,taz_100,1271
taz_81,taz_101,1302
taz_81,taz_11,1374
taz_81,taz_12,1579
taz_81,taz_13,1948
taz_81,taz_14,678
taz_81,taz_15,1370
taz_81,taz_16,1969
taz_81,taz_17,56
taz_81,taz_18,1972
taz_81,taz_19,1645
taz_81,taz_2,459
taz_81,taz_20,1349
taz_81,taz_21,1400
taz_81,taz_22,437
taz_81,taz_23,726
taz_81,taz_24,141
taz_81,taz_25,1692
taz_81,taz_26,1693
taz_81,taz_27,1177
taz_81,taz_28,1022
taz_81,taz_29,1235
taz_81,taz_3,481
taz_81,taz_30,1942
taz_81,taz_31,1201
taz_81,taz_32,1814
taz_81,taz_33,74
taz_81,taz_34,492
taz_81,taz_35,376
taz_81,taz_36,1997
taz_81,taz_37,1159
taz_81,taz_38,1615
taz_81,taz_39,1717
taz_81,taz_4,822
taz_81,taz_40,1059
taz_81,taz_41,741
taz_81,taz_42,476
taz_81,taz_43,381
taz_81,taz_44,204
taz_81,taz_45,641
taz_81,taz_46,438
taz_81,taz_47,580
taz_81,taz_48,247
taz_81,taz_49,293
taz_81,taz_5,1557
taz_81,taz_50,1307
taz_81,taz_51,593
taz_81,taz_52,1939
taz_81,taz_53,663
taz_81,taz_54,1071
taz_81,taz_55,750
taz_81,taz_56,556
taz_81,taz_57,1450
taz_81,taz_58,547
taz_81,taz_59,345
taz_81,taz_6,499
taz_81,taz_60,989
taz_81,taz_61,1570
taz_81,taz_62,1823
taz_81,taz_63,1919
taz_81,taz_64,749
taz_81,taz_65,1522
taz_81,taz_66,1412
taz_81,taz_67,1748
taz_81,taz_68,1731
taz_81,taz_69,1399
taz_81,taz_7,1455
taz_81,taz_70,248
taz_81,taz_71,57
taz_81,taz_72,845
taz_81,taz_73,1746
taz_81,taz_74,623
taz_81,taz_75,1330
taz_81,taz_76,74
taz_81,taz_77,682
taz_81,taz_78,1827
taz_81,taz_79,1528
taz_81,taz_8,1612
taz_81,taz_80,719
taz_81,taz_82,1133
taz_81,taz_83,1148
taz_81,taz_84,844
taz_81,taz_85,791
taz_81,taz_86,1033
taz_81,taz_87,1847
taz_81,taz_88,109
taz_81,taz_89,656
taz_81,taz_9,1143
taz_81,taz_91,1911
taz_81,taz_92,485
taz_81,taz_93,1985
taz_81,taz_94,1237
taz_81,taz_95,1322
taz_81,taz_96,1358
taz_81,taz_97,1843
taz_81,taz_98,997
taz_81,taz_99,977
taz_82,taz_0,1877
taz_82,taz_1,110
taz_82,taz_10,1436
taz_82,taz_100,991
taz_82,taz_101,1897
taz_82,taz_11,1410
taz_82,taz_12,1176
taz_82,taz_13,316
taz_82,taz_14,1821
taz_82,taz_15,1336
taz_82,taz_16,184
taz_82,taz_17,1116
taz_82,taz_18,889
taz_82,taz_19,538
taz_82,taz_2,132
taz_82,taz_20,1066
taz_82,taz_21,559
taz_82,taz_22,761
taz_82,taz_23,482
taz_82,taz_24,434
taz_82,taz_25,1535
taz_82,taz_26,301
taz_82,taz_27,823
taz_82,taz_28,1425
taz_82,taz_29,662
taz_82,taz_3,468
taz_82,taz_30,541
taz_82,taz_31,1562
taz_82,taz_32,434
taz_82,taz_33,35
taz_82,taz_34,480
taz_82,taz_35,1261
taz_82,taz_36,858
taz_82,taz_37,1268
taz_82,taz_38,403
taz_82,taz_39,1256
taz_82,taz_4,1106
taz_82,taz_40,103
taz_82,taz_41,1477
taz_82,taz_42,1931
taz_82,taz_43,1120
taz_82,taz_44,261
taz_82,taz_45,1977
taz_82,taz_46,1244
taz_82,taz_47,1776
taz_82,taz_48,240
taz_82,taz_49,1082
taz_82,taz_5,1740
taz_82,taz_50,1232
taz_82,taz_51,672
taz_82,taz_52,842
taz_82,taz_53,1306
taz_82,taz_54,1504
taz_82,taz_55,957
taz_82,taz_56,1085
taz_82,taz_57,405
taz_82,taz_58,1411
taz_82,taz_59,859
taz_82,taz_6,531
taz_82,taz_60,1645
taz_82,taz_61,1414
taz_82,taz_62,1216
taz_82,taz_63,1344
taz_82,taz_64,687
taz_82,taz_65,1937
taz_82,taz_66,1199
taz_82,taz_67,846
taz_82,taz_68,111
taz_82,taz_69,1960
taz_82,taz_7,329
taz_82,taz_70,961
taz_82,taz_71,1220
taz_82,taz_72,1946
taz_82,taz_73,423
taz_82,taz_74,1331
taz_82,taz_75,54
taz_82,taz_76,193
taz_82,taz_77,784
taz_82,taz_78,1021
taz_82,taz_79,670
taz_82,taz_8,954
taz_82,taz_80,1297
taz_82,taz_81,1020
taz_82,taz_83,914
taz_82,taz_84,771
taz_82,taz_85,69
taz_82,taz_86,1873
taz_82,taz_87,1008
taz_82,taz_88,1498
taz_82,taz_89,1735
taz_82,taz_9,1668
taz_82,taz_91,875
taz_82,taz_92,1301
taz_82,taz_93,1290
taz_82,taz_94,1621
taz_82,taz_95,213
taz_82,taz_96,17
taz_82,taz_97,1999
taz_82,taz_98,1506
taz_82,taz_99,1491
taz_83,taz_0,1160
taz_83,taz_1,20
taz_83,taz_10,1931
taz_83,taz_100,1609
taz_83,taz_101,1270
taz_83,taz_11,813
taz_83,taz_12,1974
taz_83,taz_13,1593
taz_83,taz_14,1394
taz_83,taz_15,132
taz_83,taz_16,790
taz_83,taz_17,1653
taz_83,taz_18,481
taz_83,taz_19,1458
taz_83,taz_2,73
taz_83,taz_20,1254
taz_83,taz_21,1940
taz_83,taz_22,1548
taz_83,taz_23,1760
taz_83,taz_24,1556
taz_83,taz_25,38
taz_83,taz_26,82
taz_83,taz_27,1093
taz_83,taz_28,669
taz_83,taz_29,355
taz_83,taz_3,474
taz_83,taz_30,531
taz_83,taz_31,1613
taz_83,taz_32,377
taz_83,taz_33,1592
taz_83,taz_34,484
taz_83,taz_35,1244
taz_83,taz_36,1
taz_83,taz_37,278
taz_83,taz_38,187
taz_83,taz_39,220
taz_83,taz_4,699
taz_83,taz_40,239
taz_83,taz_41,594
taz_83,taz_42,652
taz_83,taz_43,597
taz_83,taz_44,5
taz_83,taz_45,1970
taz_83,taz_46,275
taz_83,taz_47,1802
taz_83,taz_48,1315
taz_83,taz_49,1778
taz_83,taz_5,343
taz_83,taz_50,787
taz_83,taz_51,847
taz_83,taz_52,1730
taz_83,taz_53,127
taz_83,taz_54,1036
taz_83,taz_55,1205
taz_83,taz_56,1481
taz_83,taz_57,687
taz_83,taz_58,107
taz_83,taz_59,847
taz_83,taz_6,1551
taz_83,taz_60,1710
taz_83,taz_61,1366
taz_83,taz_62,1399
taz_83,taz_63,828
taz_83,taz_64,178
taz_83,taz_65,910
taz_83,taz_66,1330
taz_83,taz_67,901
taz_83,taz_68,696
taz_83,taz_69,773
taz_83,taz_7,312
taz_83,taz_70,1858
taz_83,taz_71,541
taz_83,taz_72,1686
taz_83,taz_73,1673
taz_83,taz_74,774
taz_83,taz_75,1450
taz_83,taz_76,756
taz_83,taz_77,953
taz_83,taz_78,529
taz_83,taz_79,790
taz_83,taz_8,1759
taz_83,taz_80,1549
taz_83,taz_81,1214
taz_83,taz_82,1148
taz_83,taz_84,694
taz_83,taz_85,1400
taz_83,taz_86,194
taz_83,taz_87,1270
taz_83,taz_88,977
taz_83,taz_89,897
taz_83,taz_9,1866
taz_83,taz_91,1000
taz_83,taz_92,1381
taz_83,taz_93,870
taz_83,taz_94,328
taz_83,taz_95,1022
taz_83,taz_96,602
taz_83,taz_97,129
taz_83,taz_98,1576
taz_83,taz_99,264
taz_84,taz_0,1767
taz_84,taz_1,968
taz_84,taz_10,1182
taz_84,taz_100,930
taz_84,taz_101,1534
taz_84,taz_11,308
taz_84,taz_12,860
taz_84,taz_13,733
taz_84,taz_14,861
taz_84,taz_15,1647
taz_84,taz_16,544
taz_84,taz_17,445
taz_84,taz_18,750
taz_84,taz_19,934
taz_84,taz_2,1915
taz_84,taz_20,1198
taz_84,taz_21,1469
taz_84,taz_22,1651
taz_84,taz_23,1193
taz_84,taz_24,725
taz_84,taz_25,1829
taz_84,taz_26,1787
taz_84,taz_27,559
taz_84,taz_28,118
taz_84,taz_29,894
taz_84,taz_3,280
taz_84,taz_30,74
taz_84,taz_31,939
taz_84,taz_32,1370
taz_84,taz_33,1968
taz_84,taz_34,268
taz_84,taz_35,1646
taz_84,taz_36,199
taz_84,taz_37,1516
taz_84,taz_38,1696
taz_84,taz_39,1373
taz_84,taz_4,922
taz_84,taz_40,1261
taz_84,taz_41,600
taz_84,taz_42,554
taz_84,taz_43,195
taz_84,taz_44,1266
taz_84,taz_45,1571
taz_84,taz_46,1930
taz_84,taz_47,1813
taz_84,taz_48,852
taz_84,taz_49,132
taz_84,taz_5,1691
taz_84,taz_50,1122
taz_84,taz_51,1988
taz_84,taz_52,763
taz_84,taz_53,1836
taz_84,taz_54,1801
taz_84,taz_55,1028
taz_84,taz_56,1998
taz_84,taz_57,1845
taz_84,taz_58,1515
taz_84,taz_59,320
taz_84,taz_6,312
taz_84,taz_60,1269
taz_84,taz_61,93
taz_84,taz_62,883
taz_84,taz_63,1995
taz_84,taz_64,1915
taz_84,taz_65,1853
taz_84,taz_66,1784
taz_84,taz_67,1708
taz_84,taz_68,1976
taz_84,taz_69,1597
taz_84,taz_7,282
taz_84,taz_70,395
taz_84,taz_71,1558
taz_84,taz_72,1838
taz_84,taz_73,1163
taz_84,taz_74,573
taz_84,taz_75,795
taz_84,taz_76,978
taz_84,taz_77,1759
taz_84,taz_78,1227
taz_84,taz_79,1667
taz_84,taz_8,422
taz_84,taz_80,1994
taz_84,taz_81,521
taz_84,taz_82,1809
taz_84,taz_83,455
taz_84,taz_85,1278
taz_84,taz_86,493
taz_84,taz_87,221
taz_84,taz_88,1848
taz_84,taz_89,489
taz_84,taz_9,425
taz_84,taz_91,1066
taz_84,taz_92,921
taz_84,taz_93,539
taz_84,taz_94,227
taz_84,taz_95,1494
taz_84,taz_96,844
taz_84,taz_97,1988
taz_84,taz_98,752
taz_84,taz_99,754
taz_85,taz_0,497
taz_85,taz_1,678
taz_85,taz_10,511
taz_85,taz_100,272
taz_85,taz_101,1246
taz_85,taz_11,886
taz_85,taz_12,172
taz_85,taz_13,1775
taz_85,taz_14,889
taz_85,taz_15,558
taz_85,taz_16,1950
taz_85,taz_17,807
taz_85,taz_18,1673
taz_85,taz_19,1247
taz_85,taz_2,1029
taz_85,taz_20,1712
taz_85,taz_21,355
taz_85,taz_22,1071
taz_85,taz_23,1820
taz_85,taz_24,1276
taz_85,taz_25,577
taz_85,taz_26,1105
taz_85,taz_27,746
taz_85,taz_28,374
taz_85,taz_29,1098
taz_85,taz_3,1150
taz_85,taz_30,358
taz_85,taz_31,1071
taz_85,taz_32,619
taz_85,taz_33,158
taz_85,taz_34,9
taz_85,taz_35,1242
taz_85,taz_36,1610
taz_85,taz_37,376
taz_85,taz_38,1884
taz_85,taz_39,1471
taz_85,taz_4,622
taz_85,taz_40,1994
taz_85,taz_41,1172
taz_85,taz_42,1044
taz_85,taz_43,1425
taz_85,taz_44,869
taz_85,taz_45,91
taz_85,taz_46,885
taz_85,taz_47,1576
taz_85,taz_48,929
taz_85,taz_49,151
taz_85,taz_5,332
taz_85,taz_50,81
taz_85,taz_51,1332
taz_85,taz_52,1096
taz_85,taz_53,838
taz_85,taz_54,1144
taz_85,taz_55,483
taz_85,taz_56,1490
taz_85,taz_57,774
taz_85,taz_58,95
taz_85,taz_59,1898
taz_85,taz_6,442
taz_85,taz_60,864
taz_85,taz_61,158
taz_85,taz_62,1465
taz_85,taz_63,796
taz_85,taz_64,1968
taz_85,taz_65,250
taz_85,taz_66,1839
taz_85,taz_67,144
taz_85,taz_68,1621
taz_85,taz_69,913
taz_85,taz_7,847
taz_85,taz_70,91
taz_85,taz_71,1918
taz_85,taz_72,342
taz_85,taz_73,83
taz_85,taz_74,1965
taz_85,taz_75,1825
taz_85,taz_76,1041
taz_85,taz_77,843
taz_85,taz_78,1702
taz_85,taz_79,151
taz_85,taz_8,247
taz_85,taz_80,1436
taz_85,taz_81,400
taz_85,taz_82,575
taz_85,taz_83,1709
taz_85,taz_84,1078
taz_85,taz_86,534
taz_85,taz_87,1881
taz_85,taz_88,332
taz_85,taz_89,1406
taz_85,taz_9,648
taz_85,taz_91,1650
taz_85,taz_92,1925
taz_85,taz_93,1038
taz_85,taz_94,277
taz_85,taz_95,1384
taz_85,taz_96,1817
taz_85,taz_97,948
taz_85,taz_98,772
taz_85,taz_99,615
taz_86,taz_0,946
taz_86,taz_1,1204
taz_86,taz_10,1539
taz_86,taz_100,537
taz_86,taz_101,133
taz_86,taz_11,90
taz_86,taz_12,1525
taz_86,taz_13,1399
taz_86,taz_14,1698
taz_86,taz_15,883
taz_86,taz_16,1570
taz_86,taz_17,1365
taz_86,taz_18,436
taz_86,taz_19,6
taz_86,taz_2,1331
taz_86,taz_20,1568
taz_86,taz_21,1364
taz_86,taz_22,1488
taz_86,taz_23,1830
taz_86,taz_24,412
taz_86,taz_25,1683
taz_86,taz_26,576
taz_86,taz_27,819
taz_86,taz_28,930
taz_86,taz_29,1488
taz_86,taz_3,355
taz_86,taz_30,647
taz_86,taz_31,1367
taz_86,taz_32,471
taz_86,taz_33,1242
taz_86,taz_34,635
taz_86,taz_35,1903
taz_86,taz_36,1560
taz_86,taz_37,685
taz_86,taz_38,618
taz_86,taz_39,74
taz_86,taz_4,1239
taz_86,taz_40,1590
taz_86,taz_41,1901
taz_86,taz_42,1950
taz_86,taz_43,1154
taz_86,taz_44,1705
taz_86,taz_45,1474
taz_86,taz_46,294
taz_86,taz_47,732
taz_86,taz_48,1331
taz_86,taz_49,198
taz_86,taz_5,64
taz_86,taz_50,577
taz_86,taz_51,453
taz_86,taz_52,214
